Country,Category,Product Name,Sales,Quantity
South Africa,Technology,Plantronics MX500i Earset,128.85,3
Australia,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3
New Zealand,Office Supplies,Xerox 1929,68.52,3
Brazil,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3
Brazil,Technology,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,6
Australia,Office Supplies,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3
Brazil,Technology,Cisco SPA 502G IP Phone,287.88,3
Australia,Office Supplies,Rediform Voice Mail Log Books,14.9,5
Egypt,Technology,Apple iPhone 5,4158.912,8
Brazil,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2
Chile,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7
Chile,Office Supplies,Xerox 211,19.44,3
Nigeria,Office Supplies,Xerox 194,55.48,1
Egypt,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,91.92,5
Chile,Office Supplies,Staple holder,17.34,2
Egypt,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2
New Zealand,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3
Brazil,Technology,V7 USB Numeric Keypad,69.98,2
Chile,Office Supplies,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8
Australia,Office Supplies,Xerox 1966,10.368,2
South Africa,Office Supplies,Alliance Rubber Bands,8.4,5
Chile,Technology,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5
Chile,Office Supplies,Deluxe Chalkboard Eraser Cleaner,18.48,2
New Zealand,Office Supplies,Newell 35,9.84,3
South Africa,Furniture,Global Comet Stacking Armless Chair,239.24,1
Australia,Furniture,"Master Big Foot Doorstop, Beige",21.12,4
Nigeria,Office Supplies,Fiskars Softgrip Scissors,54.9,5
Egypt,Furniture,"Master Caster Door Stop, Gray",15.24,3
New Zealand,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.568,2
New Zealand,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine,310.392,4
Chile,Furniture,Coloredge Poster Frame,42.6,3
Australia,Office Supplies,Poly Designer Cover & Back,113.94,6
Nigeria,Office Supplies,Fellowes Neat Ideas Storage Cubes,129.92,4
Egypt,Office Supplies,Nontoxic Chalk,5.28,3
South Africa,Technology,Wilson Electronics DB Pro Signal Booster,859.2,3
Egypt,Technology,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,3
Egypt,Furniture,Nu-Dell Float Frame 11 x 14 1/2,14.368,2
Nigeria,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3
New Zealand,Office Supplies,Xerox 1949,27.888,7
Nigeria,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,3
Brazil,Furniture,"Bush Cubix Conference Tables, Fully Assembled",692.94,3
South Africa,Office Supplies,Avery Hanging File Binders,16.146,9
Chile,Office Supplies,GBC DocuBind TL300 Electric Binding System,1345.485,5
Brazil,Office Supplies,Xerox 19,173.488,7
Argentina,Office Supplies,Newell 324,57.75,5
Brazil,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,272.4,5
South Africa,Office Supplies,Xerox 1970,11.952,3
Australia,Furniture,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,4
New Zealand,Office Supplies,Fellowes Black Plastic Comb Bindings,12.201,7
South Africa,Office Supplies,GBC Wire Binding Combs,2.068,1
Argentina,Office Supplies,Advantus Motivational Note Cards,83.84,8
South Africa,Office Supplies,Staple envelope,11.36,2
Chile,Office Supplies,"Array Parchment Paper, Assorted Colors",36.4,5
Egypt,Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968,2
Chile,Office Supplies,Steel Personal Filing/Posting Tote,142.04,4
Nigeria,Office Supplies,Faber Castell Col-Erase Pencils,14.67,3
South Africa,Technology,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5
Brazil,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6,3
New Zealand,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3
Australia,Office Supplies,Avery 499,23.904,6
Argentina,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8
Nigeria,Furniture,"Global Geo Office Task Chair, Gray",518.272,8
Nigeria,Furniture,G.E. Halogen Desk Lamp Bulbs,6.98,1
Brazil,Technology,Okidata B400 Printer,343.2,1
Brazil,Office Supplies,Avery 486,17.544,3
Nigeria,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.688,2
New Zealand,Office Supplies,Stockwell Push Pins,3.488,2
Argentina,Office Supplies,Staple remover,5.888,2
Chile,Office Supplies,GBC DocuBind P50 Personal Binding Machine,153.552,3
Chile,Office Supplies,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62,2
Australia,Technology,Enermax Aurora Lite Keyboard,468.9,6
South Africa,Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2
Brazil,Office Supplies,Acme Value Line Scissors,10.95,3
Argentina,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3
New Zealand,Office Supplies,"Tennsco Lockers, Sand",151.056,9
Australia,Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,5
Egypt,Office Supplies,Wilson Jones Impact Binders,6.216,6
Chile,Office Supplies,Newell 348,23.616,9
Nigeria,Technology,KeyTronic KT800P2 - Keyboard - Black,24.032,2
Argentina,Office Supplies,Avery 494,2.088,1
Brazil,Office Supplies,Accohide Poly Flexible Ring Binders,4.488,6
South Africa,Furniture,Staple-based wall hangings,29.22,3
Nigeria,Office Supplies,Xerox 202,6.48,1
Argentina,Office Supplies,Avery Reinforcements for Hole-Punch Pages,1.188,2
Nigeria,Furniture,Hon Valutask Swivel Chairs,272.646,3
Nigeria,Technology,"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8,2
Egypt,Office Supplies,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,9
Nigeria,Technology,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2
Brazil,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4,4
Australia,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",13.76,2
New Zealand,Furniture,"Global Leather Task Chair, Black",80.991,1
Australia,Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3
Egypt,Office Supplies,Advantus Push Pins,4.36,2
Argentina,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127,11
South Africa,Technology,Apple iPhone 5,1299.66,2
Nigeria,Furniture,Global Troy Executive Leather Low-Back Tilter,2254.41,5
Nigeria,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3
Egypt,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97,3
Egypt,Furniture,Bevis Boat-Shaped Conference Table,314.532,2
Egypt,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.632,4
Egypt,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2
Australia,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,5
Argentina,Office Supplies,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0,2
Brazil,Office Supplies,Insertable Tab Indexes For Data Binders,1.908,3
Argentina,Furniture,"Global Leather and Oak Executive Chair, Black",1474.802,7
Australia,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096,2
South Africa,Office Supplies,OIC Bulk Pack Metal Binder Clips,16.752,6
New Zealand,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074,9
Egypt,Furniture,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,2
Egypt,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6
Egypt,Technology,Xiaomi Mi3,2279.96,4
Nigeria,Office Supplies,Avery 499,14.94,3
Australia,Technology,Mophie Juice Pack Helium for iPhone,191.976,3
Chile,Office Supplies,Peel-Off China Markers,23.832,3
Chile,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,8
South Africa,Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588,2
Chile,Office Supplies,Advantus Rolling Drawer Organizers,61.568,2
New Zealand,Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96,4
Egypt,Technology,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5
Egypt,Office Supplies,Xerox 1947,11.96,2
South Africa,Office Supplies,UniKeep View Case Binders,3.912,1
Australia,Furniture,"Global Value Steno Chair, Gray",327.996,6
Brazil,Office Supplies,GBC VeloBind Cover Sets,49.408,4
Egypt,Technology,Memorex Froggy Flash Drive 8 GB,53.25,3
South Africa,Office Supplies,Staples,3.76,2
South Africa,Furniture,"Global Push Button Manager's Chair, Indigo",767.214,14
Chile,Office Supplies,Xerox 1893,163.96,5
Chile,Furniture,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2
Nigeria,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4
Egypt,Technology,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",27.696,3
Egypt,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.164,6
Chile,Office Supplies,Xerox 1898,32.064,6
New Zealand,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2
South Africa,Office Supplies,Advantus Rolling Drawer Organizers,115.44,3
Brazil,Office Supplies,Xerox 1914,274.8,5
Egypt,Office Supplies,Tennsco Industrial Shelving,195.64,4
Nigeria,Technology,Digium D40 VoIP phone,257.98,2
New Zealand,Office Supplies,Prismacolor Color Pencil Set,119.04,6
Egypt,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20.07,3
Nigeria,Office Supplies,Newell 332,11.76,4
South Africa,Office Supplies,Newell 332,11.76,4
Argentina,Office Supplies,Canvas Sectional Post Binders,40.736,2
Nigeria,Technology,Ooma Telo VoIP Home Phone System,201.584,2
Argentina,Furniture,Novimex Turbo Task Chair,340.704,6
Argentina,Furniture,"Hon Metal Bookcases, Black",354.9,5
Nigeria,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10
South Africa,Office Supplies,Rogers Deluxe File Chest,87.92,4
Brazil,Furniture,"Computer Room Manger, 14""",51.968,2
New Zealand,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,3
Chile,Office Supplies,Deluxe Rollaway Locking File with Drawer,332.704,1
Egypt,Furniture,"Executive Impressions 12"" Wall Clock",42.408,3
South Africa,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54,3
Argentina,Technology,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28,12
Brazil,Office Supplies,Fellowes Staxonsteel Drawer Files,772.68,4
Nigeria,Technology,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,3
New Zealand,Office Supplies,Avery 501,11.808,4
Argentina,Office Supplies,Crate-A-Files,26.16,3
New Zealand,Office Supplies,"Avery Flip-Chart Easel Binder, Black",33.57,5
Australia,Furniture,Eldon Wave Desk Accessories,4.992,3
Australia,Furniture,Document Clip Frames,20.016,3
South Africa,Technology,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24,2
Nigeria,Office Supplies,Xerox 1916,117.456,3
Chile,Office Supplies,Personal Creations Ink Jet Cards and Labels,22.96,2
Australia,Office Supplies,Xerox 1898,13.36,2
Nigeria,Office Supplies,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3
South Africa,Office Supplies,Newell 326,3.52,2
Argentina,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5
New Zealand,Technology,Memorex Micro Travel Drive 4 GB,21.2,2
Brazil,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2
South Africa,Furniture,Global Comet Stacking Arm Chair,1690.04,4
Egypt,Office Supplies,Recycled Eldon Regeneration Jumbo File,85.96,7
Chile,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",121.96,2
Nigeria,Office Supplies,Xerox 193,23.92,4
Australia,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2
Australia,Technology,HTC One Mini,629.95,5
South Africa,Technology,Grandstream GXP1160 VoIP phone,113.73,3
South Africa,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",14.6,2
New Zealand,Office Supplies,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84,8
Australia,Furniture,"Global Fabric Manager's Chair, Dark Gray",403.92,5
Nigeria,Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,106.8,10
Brazil,Office Supplies,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3
Egypt,Office Supplies,Cardinal Holdit Data Disk Pockets,34.944,6
Australia,Office Supplies,Newell 319,119.04,6
Argentina,Technology,Cisco SPA 502G IP Phone,383.84,4
South Africa,Furniture,Luxo Adjustable Task Clamp Lamp,799.56,9
New Zealand,Office Supplies,Sterilite Officeware Hinged File Box,31.44,3
Egypt,Office Supplies,Xerox 1931,25.92,5
New Zealand,Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33,5
New Zealand,Office Supplies,Xerox 1887,75.88,5
Egypt,Technology,Mitel MiVoice 5330e IP Phone,329.988,2
South Africa,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,71.376,3
South Africa,Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",63.77,7
South Africa,Technology,Spigen Samsung Galaxy S5 Case Wallet,50.97,3
South Africa,Office Supplies,Xerox 1910,96.08,2
New Zealand,Technology,Canon PC940 Copier,1439.968,4
Egypt,Technology,Logitech Keyboard K120,43.56,3
Egypt,Furniture,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5
South Africa,Technology,Panasonic KX TS208W Corded phone,235.152,8
New Zealand,Furniture,Magna Visual Magnetic Picture Hangers,7.712,2
South Africa,Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51.016,7
Chile,Office Supplies,Staples,25.248,4
New Zealand,Furniture,Office Star - Ergonomically Designed Knee Chair,56.686,1
South Africa,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2
Egypt,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine,2793.528,9
Argentina,Office Supplies,Letter Size Cart,1000.02,7
Argentina,Furniture,"Contract Clock, 14"", Brown",65.94,3
Egypt,Office Supplies,Staples,18.24,3
Australia,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2
Brazil,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1
Egypt,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3
Nigeria,Office Supplies,Staple envelope,62.24,8
Chile,Technology,Mediabridge Sport Armband iPhone 5s,29.97,3
Argentina,Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",125.7,6
Brazil,Technology,Pyle PMP37LED,191.98,2
New Zealand,Office Supplies,Woodgrain Magazine Files by Perma,20.86,7
Nigeria,Office Supplies,Avery 48,56.7,9
New Zealand,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4
Nigeria,Office Supplies,Pencil and Crayon Sharpener,12.264,7
Egypt,Office Supplies,Safco Industrial Wire Shelving System,218.352,3
New Zealand,Furniture,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,1
New Zealand,Furniture,Global Highback Leather Tilter in Burgundy,291.168,4
New Zealand,Technology,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3
Brazil,Technology,Panasonic Kx-TS550,110.376,4
Egypt,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3
Australia,Office Supplies,Staples in misc. colors,30.32,4
South Africa,Furniture,Office Star - Contemporary Task Swivel Chair,177.568,2
Egypt,Office Supplies,Xerox 225,19.44,3
Egypt,Office Supplies,Xerox 1894,71.28,11
Argentina,Office Supplies,Ibico Ibimaster 300 Manual Binding System,1471.96,5
Argentina,Technology,iOttie XL Car Mount,79.96,5
Nigeria,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3
South Africa,Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,4
Nigeria,Furniture,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3
South Africa,Office Supplies,Standard Rollaway File with Lock,360.38,2
New Zealand,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744,1
Argentina,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8
Brazil,Office Supplies,Ibico Plastic Spiral Binding Combs,18.24,2
Egypt,Office Supplies,"Elite 5"" Scissors",25.35,3
Australia,Office Supplies,Newell 334,119.04,6
Nigeria,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3
South Africa,Technology,AmazonBasics 3-Button USB Wired Mouse,13.98,2
Argentina,Office Supplies,Satellite Sectional Post Binders,43.41,1
Nigeria,Furniture,Eldon Wave Desk Accessories,6.24,3
Argentina,Office Supplies,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2
Brazil,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,1
South Africa,Office Supplies,Staple holder,2.394,1
Australia,Office Supplies,Xerox 226,58.32,9
South Africa,Technology,RCA Visys Integrated PBX 8-Line Router,200.97,3
Egypt,Furniture,Acrylic Self-Standing Desk Frames,21.36,8
Egypt,Office Supplies,Avery 511,9.856,4
Argentina,Office Supplies,GBC Plasticlear Binding Covers,3.444,1
Nigeria,Office Supplies,Premier Automatic Letter Opener,384.592,2
Argentina,Office Supplies,Security-Tint Envelopes,22.92,3
Brazil,Office Supplies,Avery Round Ring Poly Binders,11.36,4
Chile,Office Supplies,Prestige Round Ring Binders,14.592,3
Chile,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",41.4,4
Nigeria,Office Supplies,GBC ProClick 150 Presentation Binding System,442.372,7
Brazil,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,34.5,3
New Zealand,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5
Australia,Office Supplies,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.488,2
Australia,Office Supplies,Xerox 1884,143.856,9
Egypt,Technology,Cisco SPA301,311.98,2
Brazil,Office Supplies,Avery Non-Stick Binders,22.45,5
Nigeria,Technology,Anker Astro 15000mAh USB Portable Charger,39.992,1
Chile,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,9
Australia,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5
Nigeria,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.312,7
Nigeria,Furniture,Eldon Image Series Black Desk Accessories,12.42,3
Nigeria,Technology,First Data TMFD35 PIN Pad,428.4,3
Egypt,Furniture,"Eldon 300 Class Desk Accessories, Black",24.75,5
Brazil,Office Supplies,Round Specialty Laser Printer Labels,87.71,7
Brazil,Office Supplies,Home/Office Personal File Carts,69.52,2
Chile,Technology,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,2
Australia,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,3
New Zealand,Office Supplies,Avery 501,5.904,2
New Zealand,Furniture,Ultra Commercial Grade Dual Valve Door Closer,63.824,2
Chile,Office Supplies,"Belkin 19"" Center-Weighted Shelf, Gray",141.552,3
Chile,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9,5
Chile,Furniture,Hon Olson Stacker Stools,563.24,5
New Zealand,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2
Chile,Technology,Apple iPhone 5C,239.976,3
Brazil,Furniture,Hon 2111 Invitation Series Corner Table,502.488,3
South Africa,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,6
Nigeria,Furniture,Global Deluxe High-Back Manager's Chair,915.136,4
South Africa,Furniture,Dana Halogen Swing-Arm Architect Lamp,327.76,8
Argentina,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2
Argentina,Technology,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3
Brazil,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3
Australia,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,1
Argentina,Office Supplies,Hoover Upright Vacuum With Dirt Cup,1737.18,6
South Africa,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5
Brazil,Office Supplies,Xerox 1906,141.76,4
South Africa,Office Supplies,Plastic Binding Combs,36.36,3
Egypt,Furniture,Contemporary Borderless Frame,25.83,3
Brazil,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.588,3
South Africa,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",13.984,2
New Zealand,Technology,Panasonic KX TS208W Corded phone,195.96,5
Chile,Office Supplies,Xerox 1925,74.352,3
Chile,Office Supplies,Xerox 1923,6.68,1
Brazil,Office Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.584,7
Australia,Furniture,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1
Australia,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,3
South Africa,Furniture,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352,3
Egypt,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,8
Australia,Office Supplies,Xerox 1887,15.176,1
Australia,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3
South Africa,Office Supplies,Fellowes Staxonsteel Drawer Files,579.51,3
Argentina,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,1
Brazil,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",151.92,4
Chile,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2
South Africa,Office Supplies,Xerox 1885,144.12,3
Chile,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2
Chile,Technology,PayAnywhere Card Reader,39.96,5
Nigeria,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6
South Africa,Office Supplies,Xerox 220,10.368,2
Australia,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3
South Africa,Office Supplies,Security-Tint Envelopes,15.28,2
Australia,Technology,Texas Instruments TI-34 Scientific Calculator,65.97,3
New Zealand,Office Supplies,Xerox 1898,33.4,5
Egypt,Office Supplies,"Strathmore #10 Envelopes, Ultimate White",210.84,4
Australia,Office Supplies,Eldon Fold 'N Roll Cart System,13.98,1
Chile,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3
Brazil,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5
Chile,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4
South Africa,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2
Chile,Office Supplies,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3
Argentina,Furniture,Ultra Door Push Plate,14.73,3
New Zealand,Office Supplies,Storex Dura Pro Binders,29.7,5
Nigeria,Office Supplies,Xerox 1881,49.12,4
Chile,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,5
Brazil,Furniture,"Executive Impressions 10"" Spectator Wall Clock",47.04,4
South Africa,Technology,Panasonic KX TS3282W Corded phone,339.96,5
Argentina,Technology,Samsung HM1900 Bluetooth Headset,87.8,4
South Africa,Furniture,"Global High-Back Leather Tilter, Burgundy",221.382,2
Chile,Technology,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4
New Zealand,Office Supplies,Tennsco Industrial Shelving,156.512,4
Brazil,Technology,Microsoft Sculpt Comfort Mouse,119.85,3
New Zealand,Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2
Chile,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,2
Nigeria,Technology,LG G3,587.97,3
Argentina,Office Supplies,Avery 478,24.55,5
New Zealand,Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,1
South Africa,Office Supplies,Eldon Simplefile Box Office,37.32,3
Argentina,Office Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2
Egypt,Furniture,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,5
Brazil,Technology,Polycom SoundPoint IP 450 VoIP phone,361.376,2
Egypt,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",2.412,1
Argentina,Office Supplies,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,1
New Zealand,Technology,ShoreTel ShorePhone IP 230 VoIP phone,337.98,2
Nigeria,Office Supplies,"Tennsco Lockers, Gray",83.92,5
Egypt,Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5
New Zealand,Office Supplies,Xerox 212,25.92,4
South Africa,Office Supplies,Xerox 192,6.48,1
Australia,Technology,Griffin GC17055 Auxiliary Audio Cable,86.352,6
Argentina,Office Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2
Brazil,Office Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,51.016,7
Egypt,Office Supplies,Vinyl Sectional Post Binders,150.8,5
Australia,Technology,"3D Systems Cube Printer, 2nd Generation, White",1039.992,1
Australia,Office Supplies,Xerox 209,51.84,8
New Zealand,Technology,Panasonic KX - TS880B Telephone,41.22,1
Chile,Office Supplies,Premier Automatic Letter Opener,240.37,1
Chile,Technology,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2
Chile,Office Supplies,GBC Twin Loop Wire Binding Elements,133.12,5
South Africa,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5
Nigeria,Furniture,"Hon Metal Bookcases, Putty",113.568,2
Nigeria,Furniture,Magnifier Swing Arm Lamp,83.92,4
Argentina,Office Supplies,"Quartet Alpha White Chalk, 12/Pack",6.63,3
Egypt,Technology,Logitech G19 Programmable Gaming Keyboard,371.97,3
Chile,Furniture,Global Leather Executive Chair,561.584,2
Australia,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5
New Zealand,Office Supplies,Avery 511,4.928,2
